Province,City,Date,Cumulative_diagnosis,New_confirmed_diagnosis,Cumulative_cure,New_cure,Cumulative_death,New_death,Existing_confirmed,Added_native_asymptomatic
Guangdong,Guangzhou,2020/6/23,550,0,542,0,1,0,7,0
Guangdong,Guangzhou,2020/6/22,550,0,542,5,1,0,7,0
Guangdong,Guangzhou,2020/6/21,550,0,537,1,1,0,12,0
Guangdong,Guangzhou,2020/6/20,550,0,536,0,1,0,13,0
Guangdong,Guangzhou,2020/6/19,550,3,536,9,1,0,13,0
Guangdong,Guangzhou,2020/6/18,547,3,527,1,1,0,19,0
Guangdong,Guangzhou,2020/6/17,544,0,526,10,1,0,17,0
Guangdong,Guangzhou,2020/6/16,544,0,516,3,1,0,27,0
Guangdong,Guangzhou,2020/6/15,544,3,513,0,1,0,30,0
Guangdong,Guangzhou,2020/6/14,541,0,513,0,1,0,27,0
Guangdong,Guangzhou,2020/6/13,541,17,513,1,1,0,27,0
Guangdong,Guangzhou,2020/6/12,524,1,512,0,1,0,11,0
Guangdong,Guangzhou,2020/6/11,523,0,512,2,1,0,10,0
Guangdong,Guangzhou,2020/6/10,523,3,510,1,1,0,12,0
Guangdong,Guangzhou,2020/6/9,520,0,509,1,1,0,10,0
Guangdong,Guangzhou,2020/6/8,520,2,508,1,1,0,11,0
Guangdong,Guangzhou,2020/6/7,518,1,507,0,1,0,10,0
Guangdong,Guangzhou,2020/6/6,517,0,507,1,1,0,9,0
Guangdong,Guangzhou,2020/6/5,517,3,506,0,1,0,10,0
Guangdong,Guangzhou,2020/6/4,514,1,506,0,1,0,7,0
Guangdong,Guangzhou,2020/6/3,513,1,506,0,1,0,6,0
Guangdong,Guangzhou,2020/6/2,512,1,506,0,1,0,5,0
Guangdong,Guangzhou,2020/6/1,511,0,506,0,1,0,4,0
Guangdong,Guangzhou,2020/5/31,511,2,506,0,1,0,4,0
Guangdong,Guangzhou,2020/5/30,509,0,506,1,1,0,2,0
Guangdong,Guangzhou,2020/5/29,509,1,505,0,1,0,3,0
Guangdong,Guangzhou,2020/5/28,508,0,505,0,1,0,2,0
Guangdong,Guangzhou,2020/5/27,508,0,505,1,1,0,2,0
Guangdong,Guangzhou,2020/5/26,508,0,504,0,1,0,3,0
Guangdong,Guangzhou,2020/5/25,508,0,504,1,1,0,3,0
Guangdong,Guangzhou,2020/5/24,508,0,503,0,1,0,4,0
Guangdong,Guangzhou,2020/5/23,508,1,503,0,1,0,4,0
Guangdong,Guangzhou,2020/5/22,507,0,503,0,1,0,3,0
Guangdong,Guangzhou,2020/5/21,507,1,503,0,1,0,3,0
Guangdong,Guangzhou,2020/5/20,506,0,503,0,1,0,2,0
Guangdong,Guangzhou,2020/5/19,506,0,503,0,1,0,2,0
Guangdong,Guangzhou,2020/5/18,506,0,503,0,1,0,2,0
Guangdong,Guangzhou,2020/5/17,506,0,503,0,1,0,2,0
Guangdong,Guangzhou,2020/5/16,506,1,503,0,1,0,2,0
Guangdong,Guangzhou,2020/5/15,505,0,503,0,1,0,1,0
Guangdong,Guangzhou,2020/5/14,505,0,503,0,1,0,1,0
Guangdong,Guangzhou,2020/5/13,505,0,503,0,1,0,1,0
Guangdong,Guangzhou,2020/5/12,505,0,503,0,1,0,1,0
Guangdong,Guangzhou,2020/5/11,505,0,503,0,1,0,1,0
Guangdong,Guangzhou,2020/5/10,505,0,503,2,1,0,1,0
Guangdong,Guangzhou,2020/5/9,505,0,501,0,1,0,3,0
Guangdong,Guangzhou,2020/5/8,505,0,501,0,1,0,3,0
Guangdong,Guangzhou,2020/5/7,505,0,501,0,1,0,3,0
Guangdong,Guangzhou,2020/5/6,505,1,501,0,1,0,3,0
Guangdong,Guangzhou,2020/5/5,504,0,501,2,1,0,2,0
Guangdong,Guangzhou,2020/5/4,504,0,499,1,1,0,4,0
Guangdong,Guangzhou,2020/5/3,504,0,498,0,1,0,5,0
Guangdong,Guangzhou,2020/5/2,504,0,498,0,1,0,5,0
Guangdong,Guangzhou,2020/5/1,504,0,498,0,1,0,5,0
Guangdong,Guangzhou,2020/4/30,504,0,498,7,1,0,5,0
Guangdong,Guangzhou,2020/4/29,504,0,491,0,1,0,12,0
Guangdong,Guangzhou,2020/4/28,504,0,491,2,1,0,12,0
Guangdong,Guangzhou,2020/4/27,504,0,489,1,1,0,14,0
Guangdong,Guangzhou,2020/4/26,504,1,488,0,1,0,15,0
Guangdong,Guangzhou,2020/4/25,503,1,488,5,1,0,14,0
Guangdong,Guangzhou,2020/4/24,502,0,483,4,1,0,18,0
Guangdong,Guangzhou,2020/4/23,502,1,479,2,1,0,22,0
Guangdong,Guangzhou,2020/4/22,501,1,477,5,1,0,23,0
Guangdong,Guangzhou,2020/4/21,500,0,472,2,1,0,27,0
Guangdong,Guangzhou,2020/4/20,500,0,470,5,1,0,29,0
Guangdong,Guangzhou,2020/4/19,500,1,465,2,1,0,34,0
Guangdong,Guangzhou,2020/4/18,499,0,463,6,1,0,35,0
Guangdong,Guangzhou,2020/4/17,499,0,457,5,1,0,41,0
Guangdong,Guangzhou,2020/4/16,499,5,452,3,1,0,46,0
Guangdong,Guangzhou,2020/4/15,494,4,449,5,1,0,44,0
Guangdong,Guangzhou,2020/4/14,490,2,444,2,1,0,45,0
Guangdong,Guangzhou,2020/4/13,488,6,442,1,1,0,45,0
Guangdong,Guangzhou,2020/4/12,482,3,441,11,1,0,40,0
Guangdong,Guangzhou,2020/4/11,479,4,430,6,1,0,48,0
Guangdong,Guangzhou,2020/4/10,475,4,424,3,1,0,50,0
Guangdong,Guangzhou,2020/4/9,471,4,421,10,1,0,49,0
Guangdong,Guangzhou,2020/4/8,467,3,411,10,1,0,55,0
Guangdong,Guangzhou,2020/4/7,464,1,401,8,1,0,62,0
Guangdong,Guangzhou,2020/4/6,463,0,393,6,1,0,69,0
Guangdong,Guangzhou,2020/4/5,463,7,387,15,1,0,75,0
Guangdong,Guangzhou,2020/4/4,456,5,372,0,1,0,83,0
Guangdong,Guangzhou,2020/4/3,451,0,372,9,1,0,78,0
Guangdong,Guangzhou,2020/4/2,451,5,363,3,1,0,87,0
Guangdong,Guangzhou,2020/4/1,446,6,360,6,1,0,85,0
Guangdong,Guangzhou,2020/3/31,440,9,354,3,1,0,85,0
Guangdong,Guangzhou,2020/3/30,431,4,351,2,1,0,79,0
Guangdong,Guangzhou,2020/3/29,427,7,349,7,1,0,77,0
Guangdong,Guangzhou,2020/3/28,420,6,342,4,1,0,77,0
Guangdong,Guangzhou,2020/3/27,414,8,338,0,1,0,75,0
Guangdong,Guangzhou,2020/3/26,406,9,338,0,1,0,67,0
Guangdong,Guangzhou,2020/3/25,397,9,338,1,1,0,58,0
Guangdong,Guangzhou,2020/3/24,388,4,337,1,1,0,50,0
Guangdong,Guangzhou,2020/3/23,384,12,336,0,1,0,47,0
Guangdong,Guangzhou,2020/3/22,372,3,336,1,1,0,35,0
Guangdong,Guangzhou,2020/3/21,369,3,335,0,1,0,33,0
Guangdong,Guangzhou,2020/3/20,366,2,335,1,1,0,30,0
Guangdong,Guangzhou,2020/3/19,364,5,334,2,1,0,29,0
Guangdong,Guangzhou,2020/3/18,359,5,332,1,1,0,26,0
Guangdong,Guangzhou,2020/3/17,354,3,331,1,1,0,22,0
Guangdong,Guangzhou,2020/3/16,351,3,330,0,1,0,20,0
Guangdong,Guangzhou,2020/3/15,348,1,330,0,1,0,17,0
Guangdong,Guangzhou,2020/3/14,347,0,330,0,1,0,16,0
Guangdong,Guangzhou,2020/3/13,347,0,330,0,1,0,16,0
Guangdong,Guangzhou,2020/3/12,347,0,330,4,1,0,16,0
Guangdong,Guangzhou,2020/3/11,347,0,326,0,1,0,20,0
Guangdong,Guangzhou,2020/3/10,347,0,326,2,1,0,20,0
Guangdong,Guangzhou,2020/3/9,347,0,324,2,1,0,22,0
Guangdong,Guangzhou,2020/3/8,347,0,322,4,1,0,24,0
Guangdong,Guangzhou,2020/3/7,347,0,318,0,1,0,28,0
Guangdong,Guangzhou,2020/3/6,347,0,318,9,1,0,28,0
Guangdong,Guangzhou,2020/3/5,347,1,309,17,1,0,37,0
Guangdong,Guangzhou,2020/3/4,346,0,292,9,1,0,53,0
Guangdong,Guangzhou,2020/3/3,346,0,283,12,1,0,62,0
Guangdong,Guangzhou,2020/3/2,346,0,271,7,1,0,74,0
Guangdong,Guangzhou,2020/3/1,346,0,264,4,1,0,81,0
Guangdong,Guangzhou,2020/2/29,346,0,260,12,1,0,85,0
Guangdong,Guangzhou,2020/2/28,346,0,248,8,1,0,97,0
Guangdong,Guangzhou,2020/2/27,346,0,240,10,1,0,105,0
Guangdong,Guangzhou,2020/2/26,346,0,230,8,1,0,115,0
Guangdong,Guangzhou,2020/2/25,346,0,222,12,1,0,123,0
Guangdong,Guangzhou,2020/2/24,346,1,210,6,1,1,135,0
Guangdong,Guangzhou,2020/2/23,345,0,204,8,,0,141,0
Guangdong,Guangzhou,2020/2/22,345,2,196,6,,0,149,0
Guangdong,Guangzhou,2020/2/21,343,4,190,18,,0,153,0
Guangdong,Guangzhou,2020/2/20,339,0,172,15,,0,167,0
Guangdong,Guangzhou,2020/2/19,339,0,157,9,,0,182,0
Guangdong,Guangzhou,2020/2/18,339,0,148,6,,0,191,0
Guangdong,Guangzhou,2020/2/17,339,0,142,11,,0,197,0
Guangdong,Guangzhou,2020/2/16,339,1,131,10,,0,208,0
Guangdong,Guangzhou,2020/2/15,338,3,121,15,,0,217,0
Guangdong,Guangzhou,2020/2/14,335,7,106,13,,0,229,0
Guangdong,Guangzhou,2020/2/13,328,1,93,15,,0,235,0
Guangdong,Guangzhou,2020/2/12,327,4,78,8,,0,249,0
Guangdong,Guangzhou,2020/2/11,323,6,70,21,,0,253,0
Guangdong,Guangzhou,2020/2/10,317,4,49,7,,0,268,0
Guangdong,Guangzhou,2020/2/9,313,9,42,6,,0,271,0
Guangdong,Guangzhou,2020/2/8,304,6,36,9,,0,268,0
Guangdong,Guangzhou,2020/2/7,298,14,27,7,,0,271,0
Guangdong,Guangzhou,2020/2/6,284,29,20,7,,0,264,0
Guangdong,Guangzhou,2020/2/5,255,18,13,6,,0,242,0
Guangdong,Guangzhou,2020/2/4,237,21,7,4,,0,230,0
Guangdong,Guangzhou,2020/2/3,216,27,3,0,,0,213,0
Guangdong,Guangzhou,2020/2/2,189,14,3,0,,0,186,0
Guangdong,Guangzhou,2020/2/1,175,38,3,0,,0,172,0
Guangdong,Guangzhou,2020/1/31,137,31,3,2,,0,134,0
Guangdong,Guangzhou,2020/1/30,106,27,1,1,,0,105,0
Guangdong,Guangzhou,2020/1/29,79,16,,0,,0,79,0
Guangdong,Guangzhou,2020/1/28,63,12,,0,,0,63,0
Guangdong,Guangzhou,2020/1/27,51,12,,0,,0,51,0
Guangdong,Guangzhou,2020/1/26,39,25,,0,,0,39,0
Guangdong,Guangzhou,2020/1/25,14,0,,0,,0,14,0
Guangdong,Guangzhou,2020/1/24,14,7,,0,,0,14,0
Guangdong,Guangzhou,2020/1/23,7,7,,0,,0,7,0
